Gene,logFC,pVal,pAdj,sdSF,sdGC
APOC2,2.626278502,0.013835793,0.111261951,20.608787,5.680322
HBP1,0.09520556,0.525536635,0.793229387,88.53043,60.50455
PRKAR2B,0.623500019,0.267031153,0.590190113,320.7052,219.1549
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648,191.2978
KLF4,-0.041217536,0.912372865,0.967867504,42.90087,55.0998
AP1M1,-0.575602486,0.011426366,0.098241878,41.51858,47.36272
RAB8A,-0.036509916,0.860101349,0.948276715,138.2833,101.605
HMGN2,-2.186932175,7.58E-34,1.19E-30,155.0047,839.6454
FAM32A,-0.142293193,0.363984454,0.681198254,66.15948,51.04616
ELF3,0.977556911,0.288915256,0.612034389,16.083718,4.344083
STARD3NL,-0.270357344,0.376633191,0.691828597,56.91222,45.01681
STK11,-0.118411444,0.600979617,0.833739501,71.29968,64.2478
EFNA2,0.116403009,0.916634615,0.969115102,6.715833,6.364597
ATP5D,0.038600314,0.869742313,0.95246844,639.8218,458.3175
PPP5C,-0.278208047,0.205418971,0.523307001,66.79998,15.83191
CDK12,0.117907475,0.53136352,0.796130013,146.23761,78.07531
LIPE,0.482084283,0.329972691,0.653006644,114.54495,85.24314
PAFAH1B2,0.297081599,0.311225857,0.634665195,120.66351,81.91107
TBC1D8,0.670666527,0.248297837,0.571201769,22.69668,12.27018
CNOT11,0.188850564,0.518797981,0.788602446,46.82329,30.09534
SLC2A3,0.894436088,0.083708287,0.329480362,43.04233,12.47817
FOXJ2,0.606896178,0.090510401,0.344435474,26.55559,16.00374
SRI,-0.132009828,0.41238675,0.71701714,170.2477,158.6887
DGCR2,-0.135940962,0.692272492,0.880684572,52.54281,50.2937
IRF3,-0.108700068,0.515266575,0.786505789,75.67474,39.75581
BCL2L12,-0.485264611,0.122615092,0.40578831,35.96258,25.11391
ZFP959,0.067104611,0.87656098,0.955441929,18.23884,11.69034
MPND,-0.108611771,0.616584303,0.84154474,47.26627,43.28215
SH3GL1,-0.085838399,0.641784454,0.854613534,69.13981,55.4269
EBI3,-0.409628643,0.65302257,0.860347894,10.430982,5.902137
YJU2,-0.777048873,0.016825437,0.12568505,34.87001,29.3701
RANBP2,0.132104536,0.619139696,0.843051334,177.7748,135.3022
EDAR,-0.17498727,0.855894684,0.946781339,9.521238,24.994168
GRK5,0.86647753,0.050584105,0.248118837,31.43237,12.135
DVL3,-0.871412387,0.090066988,0.343443457,27.1769,19.47335
ABCF3,-0.281260489,0.264311868,0.58699296,35.93586,45.78775
EIF2B5,-0.627375932,0.011281139,0.097580871,51.20851,33.94248
CYTH2,-0.650354857,0.007322267,0.073024846,27.23296,41.01223
CAR11,0.420569945,0.736292229,0.899717046,18.44995,6.942958
PLAG1,1.028305163,0.21201,0.53017738,39.13345,26.75711
HCK,0.060526552,0.927920545,0.974671405,19.08732,12.94548
MRPL4,-0.037721535,0.87578189,0.955415067,102.15474,80.75408
KEAP1,0.042838889,0.810505222,0.930675259,49.39616,67.96439
AP1M2,0.891055454,0.018529257,0.134249229,18.86797,13.44959
GLG1,-0.049231501,0.829559879,0.937293542,176.6371,301.6389
BTBD2,-0.891150816,0.045158885,0.231972657,18.44682,35.17388
CSNK1G2,-0.500111906,0.006522308,0.067709904,58.49767,100.87188
ABHD17A,-0.286145306,0.071664491,0.302602735,61.13438,131.71136
MOB3A,-0.073363361,0.756644882,0.908522639,115.62085,82.83096
CACNB3,0.133297518,0.773927763,0.916179267,18.60173,19.94487
FKBP11,-0.3507943,0.725858189,0.896251911,18.5676,19.25717
DDX23,-0.190077976,0.368856731,0.685444244,61.02005,52.572
PLD3,0.058134928,0.780949965,0.918543394,184.4581,154.9924
GRIK5,2.565012487,0.005281491,0.058874413,12.371624,2.354185
CD79A,0.933868813,0.018880986,0.135729841,73.3725,46.29863
RABAC1,0.483126429,0.000929849,0.016562736,162.5527,143.8601
ETV3,0.139678881,0.495179157,0.775302006,48.973,81.07236
PRKCSH,0.022547225,0.89939645,0.963735559,62.34622,28.62132
ST8SIA6,0.508890486,0.238025074,0.558902006,26.95781,28.65885
FCGRT,1.081365039,0.01114251,0.096706361,180.6627,130.5027
NOSIP,-0.687843571,0.008463582,0.080165946,90.08434,86.05704
PIH1D1,-0.604899355,0.062103538,0.279894962,53.00869,39.33059
RPS11,-0.585703281,4.91725E-06,0.00023689,573.2175,778.0527
SUPT5,-0.139422985,0.497194866,0.776029445,63.18606,43.64298
PAF1,-0.34082161,0.232866163,0.554001249,23.54837,28.98391
TIMM50,-0.634266239,0.030057635,0.182331416,94.20221,107.27374
MED29,-0.390298526,0.148318329,0.445968916,85.22587,56.62694
BICD1,-0.370325081,0.450619271,0.74427486,19.55759,48.12249
NCSTN,-0.114042203,0.7434062,0.902357615,55.61328,43.46064
PEX19,0.017289299,0.959747592,0.987433832,86.1455,51.41829
INMT,0.368781528,0.397742323,0.706960434,24.21588,28.12239
CYP4F18,0.784667813,0.253185502,0.576219476,23.207829,9.078622
IMPDH1,-0.262526268,0.368326324,0.685116777,71.35212,76.4674
DUSP3,0.710435299,0.153612324,0.452860438,238.8178,170.31
PRODH,-0.586838914,0.040206431,0.217767204,37.11876,29.30048
ESS2,-0.427695485,0.395380337,0.705064913,40.37014,24.00926
SLC25A1,-0.185188973,0.67940337,0.875435649,166.3081,190.3575
DGCR6,0.010564136,0.945571416,0.982827543,86.932,151.7544
DDR1,0.00228371,0.993999281,0.998335156,15.66278,10.6447
IER3,0.238021935,0.650516096,0.85899726,16.48496,17.32052
KLC4,-0.189376808,0.73316563,0.898484955,20.2776,10.88061
ERCC1,0.387363676,0.25803912,0.580959617,63.89825,30.66268
AS3MT,0.35867037,0.307813219,0.631725203,40.34878,15.13093
HOMER3,-0.138148581,0.73558202,0.899344658,34.34391,24.90497
CRTC1,-1.55579059,0.010891762,0.095567722,10.5525,16.55102
RNF215,0.852344151,0.033037841,0.193953309,25.9257,14.88894
AVEN,0.231617593,0.63850637,0.853521511,25.44563,13.37096
CP,0.672375207,0.134334787,0.423717543,70.58814,39.56602
CROT,0.375478637,0.115267266,0.393446608,82.704,68.24003
RPS6KA1,0.836514979,0.034164729,0.197897579,116.5378,34.6452
SNRNP200,-0.443848665,0.078881084,0.318555877,54.77269,108.67881
CIAO1,0.017554657,0.952752195,0.985872786,45.37408,28.80179
HAS1,-0.644222122,0.557126427,0.811289879,12.62301,19.95493
TAF6L|GM2518,-1.686028373,0.012725781,0.104867132,29.87452,28.90155
INSIG2,0.178497929,0.398415562,0.707255381,72.05457,62.44964
KPNA6,0.557621395,0.147628639,0.445446445,61.07619,24.37414
MAN1A,0.348362444,0.066006558,0.288919397,174.73598,94.52263
ITPKC,0.167655305,0.828897082,0.937264118,12.79722,10.86443
COQ8B,0.401871233,0.529539982,0.795527235,27.92658,15.60466
BRD8,-0.191725259,0.267644511,0.591211922,134.0228,140.7842
KIF20A,-4.173828059,3.23E-17,9.90E-15,3.56814,40.7809
FARSA,-0.195866197,0.489167293,0.770512305,34.94684,30.33869
GCDH,0.194686428,0.570952634,0.817877895,26.68083,20.15079
MAST2,-0.018341365,0.975729702,0.99272207,32.44646,17.00763
DNASE2A|GM38426,1.069737608,0.000712386,0.013635482,54.85129,15.88953
RAD23A,0.018268361,0.932940002,0.977732846,66.67506,40.08168
CALR,0.210079689,0.215426778,0.532681153,186.8538,123.8536
SYCE2,-1.93626817,2.44661E-11,3.45104E-09,20.60804,41.93215
NFAT5,0.532563494,0.046098672,0.234568383,86.98235,84.62011
NOB1,-0.39476975,0.09909843,0.362604376,29.91245,23.53192
NQO1,0.205149382,0.428234787,0.730351388,28.67808,29.70128
GYS1,0.480150395,0.368406803,0.685116777,44.6712,22.55658
RUVBL2,-0.465810806,0.036002043,0.204799591,33.80993,70.43709
BAX,-0.174524969,0.331378964,0.654440015,75.28501,150.74595
IL7R,0.673337389,0.004367342,0.050764276,84.55369,97.76521
TFAM,-0.072968843,0.81369696,0.931815473,126.772,79.59286
ZFP81,-0.30911411,0.479249004,0.764036417,34.22524,53.32339
EFNB3,2.109854702,0.095218744,0.354455509,12.135195,2.645916
MMD,0.227667286,0.512839521,0.785220805,63.08128,89.68621
HLF,1.084009307,0.132860996,0.422194448,32.00386,13.95472
FAM162A,-0.075128754,0.743685354,0.902392862,142.5587,155.4582
RPL8,-0.554198981,7.5973E-05,0.00246275,463.8608,637.808
SSBP2,0.075761661,0.697382319,0.882845052,302.2778,189.2161
FANCL,-0.579342638,0.282665531,0.605451027,18.80137,22.71141
GSTM5,0.174332181,0.776955131,0.917058913,28.10403,53.7492
GSTM7,0.190548708,0.854489389,0.946078956,10.257322,4.824529
STAT3,0.110444022,0.53093999,0.795952453,128.41646,89.04762
STAT5A,-0.24598596,0.237777786,0.558740326,45.02525,87.15531
CAVIN1,0.386156332,0.290491499,0.613946991,151.694,193.8636
MAP3K11,-0.080918203,0.77945999,0.917594365,28.99506,27.76847
AKT2,0.117360792,0.561929754,0.813286575,93.75474,47.04882
DNAJA3,0.462674457,0.212166576,0.530230181,191.9337,67.88437
HMOX2,-0.192076259,0.450213982,0.743906516,134.7763,83.2137
CDIP1,-0.087264183,0.713523,0.891306017,77.00259,62.5758
MAP3K20,0.1042328,0.722962323,0.894603737,33.24894,51.12199
CWC15,-0.328848035,0.046577753,0.235627749,117.9977,149.1555
DNMT1,-1.584737319,3.42281E-06,0.000175134,58.14167,198.80817
PPAN,0.034497988,0.941574726,0.981311022,12.21008,21.98376
ANGPTL2,0.167312112,0.713788485,0.891376679,32.68758,11.39238
CACNA1E,1.097451558,0.058724415,0.2715166,47.62843,21.2857
CACNA1B,1.519910651,0.133965021,0.42327087,35.619952,4.614032
TRMT10A,-0.227204264,0.613493333,0.840730523,43.40264,30.43952
ETV1,1.186027629,0.04513793,0.231945552,49.15081,25.6339
KIFC2,-0.386822998,0.583852461,0.824565222,11.06743,10.769
PSAP,0.172561817,0.116932726,0.396280452,143.0112,162.9006
IKBKG,-0.470684815,0.14198389,0.436559421,25.31161,32.83155
WARS2,-0.068346204,0.928629373,0.975026285,34.34341,13.92277
ATN1,-0.468557361,0.238286101,0.559263301,9.006883,15.568263
PHB2,-0.356934783,0.177110619,0.485362798,152.58824,56.84999
PTPN6,-0.444313981,0.038930287,0.21447273,83.04901,67.739
EMG1,-0.19740432,0.088031585,0.339318201,156.5823,159.366
LPCAT3,0.037211908,0.892005992,0.961114375,100.28855,31.32409
ATP6V1F,0.051452582,0.731907429,0.898484955,276.1515,211.5173
IL12B,-0.331011077,0.737569522,0.900632934,14.98303,16.19385
CLCN5,-0.099659497,0.824860489,0.935654617,25.97532,19.63244
CLCN3,0.164861637,0.401982002,0.710444995,155.19618,82.08453
PDE1C,1.39812997,0.018435818,0.133757923,17.458495,8.562606
UTP20,-0.418673885,0.441938141,0.739655273,39.117,36.68535
SPIC,1.049504282,0.000287668,0.00685542,33.63818,32.00096
CUL3,-0.219794478,0.236445445,0.557534087,115.84935,72.67394
LARGE1,0.463845226,0.526703976,0.79380709,17.387853,6.869244
DDX56,0.225082627,0.594833091,0.830803007,47.80357,23.4816
TMED4,-0.152151849,0.611886031,0.839935086,65.41168,45.90823
BID,-0.462134646,0.223467972,0.542707931,26.06464,26.03802
RALB,0.293807168,0.117497625,0.397412743,51.15929,36.60168
PPP1CC|PPP1CCB,-0.741546706,2.36629E-06,0.000124744,89.42455,214.27368
DNAJB11,0.035515663,0.861230317,0.94858272,72.17506,32.68987
TBCCD1,-0.044065587,0.925474304,0.974127811,21.07688,12.04456
CLEC11A,-3.343504909,0.000191889,0.005153358,6.119873,19.820824
ZFP324,0.32758368,0.579535401,0.822422348,16.840192,6.235013
GAB2,0.169320498,0.811384789,0.930898013,14.672011,8.483278
CORO1C,-0.581015052,0.081704559,0.325146668,24.26757,36.97775
TAX1BP1,-0.390653394,0.003966001,0.047185169,287.5013,329.856
CTSE,-0.823432398,0.324416926,0.647261671,10.14626,18.04792
NDRG2,1.085837875,0.023363107,0.15585691,89.07223,26.82573
METTL17,0.455966412,0.245937953,0.568865494,47.76168,28.72309
ARHGEF40,0.726887317,0.029010176,0.17863657,34.59241,13.78697
PNPLA6,0.816046868,0.157556907,0.458952277,64.80196,37.05457
MCOLN1,0.341994638,0.206580605,0.524899793,30.89245,21.0259
ARHGEF18,0.316865069,0.21823424,0.53638526,52.03013,43.95461
PKN2,0.100286767,0.467055822,0.756068343,249.7837,105.0445
CD33,0.850864878,0.30872183,0.632677708,27.444909,8.638896
ETFB,0.409695321,0.384183954,0.696847757,999.8804,951.6084
NKG7,0.498831689,0.048091287,0.241026018,53.34992,91.13356
STXBP2,-0.466122422,0.074021581,0.308150996,37.92478,51.06501
SGCE,-0.617425471,0.236310927,0.557461914,19.0274,40.1457
CHN2,-0.215806394,0.771106673,0.914914912,22.17087,20.06646
WWOX,-0.844885513,0.020174715,0.141336464,17.34561,15.26429
SLBP,-0.798546615,1.24239E-06,7.28545E-05,55.13833,65.9088
AQP1,1.05646614,0.000430569,0.00929851,57.9043,32.29374
ARID3B,0.225846091,0.442355043,0.739655273,37.30288,43.90695
CNN2,0.040961758,0.853027705,0.945547241,110.5556,179.8544
POLR2E,-0.317267648,0.18455615,0.493606872,81.25622,78.5514
MYO9B,0.273004769,0.27399512,0.598151365,83.82518,50.09945
HDAC9,-0.203947664,0.83025726,0.937598544,4.228295,11.422827
LY9,0.351067885,0.087679654,0.33829481,55.17557,44.74274
CD244A,1.650378692,0.178562933,0.48705699,17.313267,5.048731
ADGRE1,0.416016675,0.306995776,0.630626196,13.34988,38.52221
MTFP1,1.22346151,0.059520598,0.27305741,67.46944,20.45985
RAB23,0.870107,0.209620256,0.527176138,32.273956,8.579735
RAB11A,0.079185221,0.72731359,0.896728,142.2674,147.075
EIF2B2,-0.257772155,0.237433951,0.558603061,29.99762,33.32222
DLST,0.084646654,0.726055526,0.896306188,89.23436,59.40855
PGF,1.540122151,0.181221719,0.489711504,6.431196,2.941864
ULK2,-0.156191393,0.573452533,0.818836873,49.62351,18.62603
CCL24,-1.148809656,0.303971143,0.627128236,7.848548,12.707187
DGKQ,-0.079303519,0.846610574,0.943776822,29.78904,31.24407
GRAP,-0.236948052,0.251112078,0.573491806,44.4368,48.48335
CHMP2B,0.433258486,0.045717474,0.233511446,55.60673,64.02722
PLOD3,0.082210788,0.868254219,0.951712147,24.98073,30.14615
AP1S1,-0.025100344,0.898612179,0.963471266,64.85174,78.63814
MAPK13,-0.599960584,0.615564468,0.841192766,9.75672,9.704985
SRPK1,-0.133537358,0.490878272,0.772275031,77.54073,107.7489
LBR,-0.351211605,0.021218286,0.146312732,381.1429,414.6617
NES,0.149887992,0.856376328,0.946845857,9.179427,11.16379
PRCC,-0.2433607,0.401352344,0.709797109,31.79287,51.2624
RRNAD1,0.336132853,0.382577522,0.695745155,80.28953,56.82679
HDGF,-0.522718761,0.002400811,0.033412887,130.8461,227.2113
THOP1,-0.793771899,0.359816271,0.677331113,8.6848,8.842017
APBA3,-0.047719894,0.898093458,0.963252273,22.55053,20.5027
MATK,1.138969947,0.108496614,0.381223402,17.339918,8.589455
PIAS4,-0.142649291,0.473178079,0.760458623,73.20926,36.82592
MAP2K1,-0.101714744,0.643852876,0.855247686,40.05263,20.29078
SGTA,0.248082739,0.192974233,0.506520968,60.39667,49.87162
TMEM242,-0.004601004,0.981893983,0.994791905,60.50046,57.65854
DTX2,0.445922473,0.217308045,0.535420716,34.19808,31.12517
HSPB1,0.06228631,0.890935831,0.961114375,298.0744,367.8544
RASA4,-0.399171283,0.468518312,0.75689434,19.75331,34.61738
HNRNPA2B1,-0.167972076,0.265506208,0.58795409,536.1848,758.1327
FXYD4,0.628087575,0.508354946,0.782576185,11.378709,7.060697
CCDC130,-0.01758013,0.966818919,0.989960356,27.07804,19.896
MRI1,-0.194237009,0.598354869,0.832898487,38.72581,23.91334
PRKACB,0.167572532,0.339908668,0.661477071,67.81507,57.44215
SGSH,0.402328094,0.552415604,0.808636043,7.500229,9.000827
CSTB,-0.400673615,0.006677097,0.068552985,183.7746,284.962
SH2B2,0.603678553,0.41998202,0.723474363,35.41673,27.91554
PEX5,-0.118924983,0.664630692,0.866415399,34.25027,22.78236
JKAMP,0.239870775,0.17679622,0.485146798,38.59093,34.33633
CD44,0.456528104,0.032055087,0.190056774,46.38087,33.53247
EIF2AK4,-0.970936115,0.110864974,0.385479212,12.90659,25.17812
WDR1,-0.197850659,0.294510904,0.617372771,92.17289,119.64451
SLC2A9,-0.681982592,0.404159133,0.7116879,5.851977,11.421134
NDRG1,0.548675559,0.050713072,0.248599113,68.43012,42.72884
4930550C14RIK,0.446913135,0.661928197,0.865786339,13.67975,15.7002
MAN2B1,0.701007259,0.000381251,0.008443058,108.15405,77.94097
KLF5,-0.497975201,0.389137211,0.700087739,9.426183,6.828724
WDR83,-0.12337144,0.733198053,0.898484955,39.49633,23.59352
PRDX2,-0.294385294,0.022961758,0.154217077,215.305,239.9872
POLR2A,0.349708044,0.284941521,0.60761504,174.79995,77.80161
SENP3,-0.341618904,0.188085413,0.498874014,38.69409,37.60732
PLEKHA8,-0.545231271,0.435328309,0.736166658,13.13831,17.03747
SPC25,-2.682572681,3.06E-28,2.66E-25,13.55256,88.05406
RIPK4,-0.173743842,0.83671225,0.93981912,9.014442,7.501101
UFD1,-0.100201226,0.710440046,0.889655267,54.38255,53.25366
ZFP287,0.565441164,0.449548365,0.743737224,17.619292,6.802469
PRLR,2.480168008,0.007613424,0.074923558,42.51447,10.55003
LETM1,0.569000617,0.02315856,0.154974241,170.95732,98.15603
UBQLN1,0.046178574,0.726586338,0.89646669,29.82463,73.9321
CADM3,1.352871863,0.334656936,0.656950079,10.854893,3.715278
TXN2,0.399936366,0.057054,0.26663032,240.715,100.2258
SLC1A3,0.675747721,0.030282998,0.182998928,48.72817,68.38891
CRBN,0.09243814,0.665670812,0.866944593,43.86131,56.15742
MSH6,-0.185687164,0.443966736,0.740357729,78.45726,88.68039
FBXO11,0.266294355,0.153739998,0.452860438,94.07167,77.80612
MLXIPL,-0.877827885,0.446074918,0.74165817,13.48683,24.33651
TBL2,0.005596661,0.992933456,0.99771269,58.20268,36.99452
BUD23,-0.321233957,0.305064722,0.628473468,45.86217,88.57369
NID1,1.118673201,0.052845181,0.255014718,77.51135,55.60078
MCM5,-1.558534785,2.28906E-06,0.00012294,30.06802,59.32224
HMOX1,0.372446224,0.41536969,0.720044646,30.82627,22.12543
MPRIP,0.084099692,0.560345714,0.81311042,148.7018,53.00589
CIC,-0.176608485,0.54234392,0.802933699,43.55245,24.61841
PAFAH1B3,-0.558967128,0.049731642,0.24596643,66.2963,67.79822
IL27RA,-0.507469757,0.237946026,0.558884028,45.41023,37.84204
PRKACA,0.088599672,0.801963066,0.92659846,252.0508,146.7408
ASF1B,-2.369544217,6.84372E-12,1.03031E-09,23.5038,78.3398
MYL10,0.042038014,0.908511781,0.966361743,38.99236,40.0406
DDX39A,-0.549006882,0.046687898,0.235923388,122.7806,138.5918
DNAJB1,0.260524972,0.142692566,0.437551411,68.04969,108.7802
USP40,0.603906127,0.085063972,0.332699726,69.10929,43.41575
KBTBD4,-0.904014043,0.00700272,0.070827902,19.70573,28.62079
CELF1,0.286959053,0.151433483,0.449477544,220.9434,176.2421
NDUFS3,0.040136967,0.845818157,0.9435534,153.2859,237.7561
POR,0.613932735,0.02687436,0.16973451,87.64904,98.19641
IGF1R,0.58134371,0.004527811,0.052203189,89.36301,53.49607
INSR,-0.11060534,0.682222859,0.877052624,63.47602,75.57231
FCER2A,-0.350198226,0.667298166,0.86777079,9.244701,5.866722
CYP2A5,1.453917519,0.04860803,0.242683651,21.972129,9.288777
TRIM28,-1.299898436,2.19946E-07,1.51039E-05,57.10909,138.26338
UBE2M,-0.211419314,0.291765743,0.615573288,75.91204,71.38643
ADCY9,0.418972675,0.279863409,0.602892323,21.81365,10.89726
MEF2C,-0.251529315,0.552407126,0.808636043,31.02975,45.35674
CTR9,-0.530412735,0.07708615,0.315766387,89.69195,110.57059
EIF4G2,0.065345192,0.636545934,0.852703601,452.9279,450.7843
IRAG1,2.584248029,0.043277735,0.226930635,14.519837,1.884845
PCYT1A,0.072270832,0.850329642,0.944830828,50.0915,18.32656
ZFP592,-0.460846365,0.192346475,0.505347025,66.68061,87.31666
PSMD4,-0.294820818,0.130106911,0.417777666,168.8612,239.9541
SNX6,-0.290766113,0.07773334,0.316368834,118.8594,176.3832
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207,32.30336
KIT,1.582954794,0.000919869,0.016441085,23.582091,7.634749
TOMM40L,0.263213602,0.476419918,0.762009057,54.74792,49.3702
APOA2,-4.665153531,0.000594579,0.011889301,0,8.7615
PAN2,0.235913606,0.42063921,0.724208062,17.1707,25.36424
CS,0.203088179,0.403339641,0.711158645,243.8188,111.8885
AMPD3,0.532534315,0.49477208,0.774943477,26.12317,18.05365
BCAS2,-0.164255468,0.297920221,0.620924382,26.95577,45.32452
SH2D1A,-0.48756678,0.001417883,0.022492195,304.8163,206.6259
CTCF,-1.057698176,2.76931E-10,3.4967E-08,191.1367,512.238
PARD6A,-0.434629087,0.318120219,0.641278263,17.58645,24.30992
PVALB,-0.187617959,0.776403613,0.916822639,13.559165,3.771991
TFAP4,-0.501154673,0.206819597,0.525080986,11.71178,11.15149
RANBP1,-0.867604037,1.68307E-06,9.47909E-05,110.2014,292.1462
CD247,-0.205837252,0.132906286,0.422194448,197.7352,176.6179
RFX5,0.411790175,0.33703211,0.658708245,27.73983,19.72373
PSMB4,-0.14048903,0.324576368,0.647374802,92.0774,81.56889
SLC30A4,-0.033091552,0.904060179,0.964766787,42.56473,28.03167
SQOR,0.346303801,0.298961767,0.621956469,39.54408,24.69997
BLOC1S6,-0.548753332,0.198867468,0.514740939,75.89152,50.56049
METAP1,0.100354879,0.650117763,0.858688528,51.12875,36.487
GPR108,0.074955702,0.785029003,0.920592763,54.1339,27.89177
TNFSF14,0.849693103,0.229086457,0.549401916,10.981737,4.984769
GATA6,0.68357662,0.357480134,0.67572938,40.78404,18.44006
RSL1D1,0.106708762,0.527708592,0.794378754,90.37475,43.2339
APC,0.557318354,0.018410351,0.133680589,150.0704,93.91929
REEP5,0.312228909,0.151330852,0.449361089,175.5248,220.9773
ERGIC3,-0.270170928,0.077161793,0.315766387,67.61924,61.74159
UQCC1,0.479264283,0.081397849,0.324766127,62.4503,42.55278
SPO11,0.41473834,0.060901005,0.276544963,111.2502,86.3949
NCOA2,0.166902267,0.549375125,0.807253658,52.31176,82.97189
